Id,SalePrice
1064,325385.971596765
1923,169266.52319799006
1988,112415.57591714905
2325,181574.77391094845
114,228636.95162386008
2700,189335.09756522466
217,111282.11951795613
343,187230.2981040822
386,258395.45483780446
2005,113591.55226004295
2908,142406.7195210557
1814,239331.95429311457
2446,421165.3830091278
208,142832.7476350006
1679,130208.44830289204
822,304470.54846715555
6,186731.08284727277
1781,346405.7534127851
2397,266412.1322726044
2340,298468.72179857735
1618,195480.84214567576
2843,79023.24827160494
1061,307472.58616013103
2786,125188.29059587664
1935,123755.85762926581
1341,116103.47240889433
521,308495.75256485306
2136,145148.92652920648
996,184626.28338613038
227,128936.90245669332
135,167899.30303519664
1167,169420.45650980007
294,204430.84013347028
1776,225196.51688633967
540,210322.4796507707
1717,151081.1458024143
2303,129831.89197115347
116,163356.8939417055
127,125541.33922344004
1371,165515.66261980034
1014,212513.85571582257
1507,121792.72736262335
702,142756.29124431807
750,182494.4993165117
261,166819.91869614928
1559,85310.66204655604
577,215595.7218904918
2812,229098.04152852143
2080,165947.41635541923
1368,154870.23457594533
2376,121315.99927954408
659,123978.48064919433
1235,120308.57389643317
332,69344.76869814657
1917,162007.66351789623
2094,232426.1432405842
1460,262308.22306685126
1471,193807.79642015233
1509,130151.20983812166
1922,124491.18821024185
433,349558.4551697528
460,294702.1201987765
1116,264480.48404918413
1137,173105.0837537273
53,210114.36946552523
2354,224301.52737187952
1475,224836.7221066572
1761,375882.96126871626
842,121842.19914482968
2739,151937.80427834005
2509,208632.46471670808
1007,227269.8343042599
2610,164314.84754261005
1952,115833.62632413249
2719,144193.22164567493
2921,69331.27639390848
1966,121462.16590879008
292,125815.68274294792
1204,225174.0297126095
1829,242358.72787719333
2419,223314.34044512574
391,187095.37506170126
798,162682.27872980086
481,223071.47896884006
193,198451.50063862224
555,125615.54689674955
899,49404.26837798071
2357,225713.7218821332
328,109073.98190084813
1356,165396.48059903053
1154,117992.39500222728
1730,187313.50064688377
2249,159264.22832281745
1119,262730.98193297815
2856,148530.99745822168
1394,134779.07019178738
2587,121005.67628206796
61,280731.9645039666
2661,217078.647169754
2711,165619.103618959
1147,185186.21401201122
757,155295.24215944522
2623,81262.97077512831
2378,169193.3360551255
1413,163356.8939417055
1722,256016.3118571541
1112,197120.15711060402
1623,183715.5528500591
1201,184801.68334122552
1513,76635.11042146257
957,686936.8986744605
1171,289388.40104634105
1145,221542.3511551896
2726,226699.888278442
703,188523.41343675918
760,76675.58733417685
1964,120555.93280746485
2512,211310.68710796945
159,136018.21630751205
1281,158175.849114278
468,191077.85352931157
290,160051.2794033728
665,127976.70013841573
1463,266828.14498661226
1792,224510.65808756996
923,136701.72354571556
500,225866.63466349823
1408,147652.97715230065
331,68425.04329258329
170,75866.0490798913
2192,83448.7240616993
2571,298690.2214448678
2314,193596.4169870889
2647,116357.57747204509
422,334192.8665167453
2457,266534.79119767516
1838,212423.80220761205
2805,276634.8014503325
1645,188939.32330757394
1711,268512.4342990008
2825,227782.5418653074
322,309862.97272764647
2103,264545.6968530016
342,171560.21491846573
600,81793.66807515995
488,182559.71212032918
1725,297733.39121760125
2246,254050.93287313866
2847,161198.1252636107
806,263630.46888218436
530,223993.45309177644
963,190056.9358419626
2678,40216.009191839694
171,84860.91857195296
2401,326091.9660086988
805,226658.18317879966
2259,209173.28222996663
1748,227836.5110822598
1361,165394.23188165747
1677,146558.97516528034
1406,165812.49331303834
2322,255210.14766397644
688,159331.68984400787
143,122579.77844317874
804,223863.0274841415
1214,162592.33003488023
2828,150572.93567611286
1999,180484.14598503595
2467,221182.55637550712
2665,197118.01123642412
1538,295221.4710687499
398,80898.6785606998
2822,139969.10988870697
2157,152281.9608796046
1856,140023.07910565933
1269,119881.31759556025
2570,123929.00886698798
2320,265058.4044140491
1517,191626.54056832733
2304,127778.81300959038
1312,124250.5754513292
2012,155801.20356837372
506,270281.0514979258
2865,201532.1405964603
2367,146700.6443597803
554,162547.3556874199
238,125213.0264869798
1954,123254.39365508338
2488,184367.68088823356
2291,69322.28152441644
1969,119431.57412095714
2725,135566.12127234277
1482,152261.72242324744
2763,223860.7787667685
503,223341.32505360196
1584,266720.2065527075
1531,164009.02197987997
2210,180340.228073163
459,296766.4427472047
556,119575.49203283014
1347,139437.18440174733
1290,114484.39590032323
1388,123929.00886698798
1571,495948.8367196118
2754,218117.5545960871
765,149392.2562120866
2494,133040.81166244647
2870,160755.0250979335
7,252593.76401542468
1114,232713.9790643302
2418,267684.90630573116
291,125231.93391321579
18,283785.82553971466
39,302993.14115308435
1001,233631.5585957136
2442,222561.0201251656
616,119465.30488155238
2680,79104.2020970335
1414,122591.02203004382
289,136918.62094397005
40,270500.3004567465
860,119881.31759556025
409,175375.0601135449
673,123281.37826355954
2427,209680.36701253327
2036,202919.7020588039
2564,124967.91629332112
642,146997.37220982517
1008,195926.0881855328
1908,151186.73267575286
2519,228000.77029368308
1369,126897.31579936834
2855,197990.51357715417
712,122849.62452794058
1943,118965.98678154981
1958,168537.93876913303
107,229484.92375987317
2295,180108.71499703222
704,126479.05436798747
676,130998.97628774846
259,183969.65791320984
93,266567.2937713425
106,258123.36003566955
2315,186292.58295953475
1050,125001.64705391636
1095,237505.9957862261
2709,129161.77419399488
758,216071.22178664312
1496,158499.66441599224
2370,146086.7445169471
2458,264426.5148322318
2733,86153.93106143683
161,228266.0161005057
726,164166.43219599107
845,223188.41227223686
947,264298.33794196986
2232,144789.131749524
2563,163649.22720019755
2299,127354.93076982533
211,127598.91561974917
605,151479.06593424492
1478,266376.1527946362
2247,252211.48206201204
2274,182694.73997599995
2869,154872.38045012517
967,223503.23270445908
2656,39541.39397993509
667,186040.72661375706
1042,146558.97516528034
2023,172700.31462658456
2447,300910.8288656721
2055,161198.1252636107
2275,275948.94265156274
2204,198111.94431529698
1563,250169.64668731406
483,214296.9837793339
796,135198.35215361326
1526,199319.4027014131
2042,203684.26596562917
442,310537.5879395511
1693,271752.836033516
1468,222588.00473364178
1430,190153.63068900225
2605,149961.18170745947
1529,258640.56503146313
335,162476.5220752183
1287,124342.77286362281
31,107468.39769651514
1785,224085.65050407007
82,183182.60683265448
2620,92380.62946731652
252,226302.88583386326
721,72492.97302036817
2165,183034.1914860354
2316,189494.7564987087
775,119998.25089895705
1558,66930.77158326289
17,268816.01114435785
1022,235405.69375982965
925,120962.95065198065
438,266594.27837981866
1270,143462.38849944493
1272,121680.29149397256
215,139275.27675089022
266,224382.48119730808
2402,266101.8092751283
1250,120218.62520151254
1984,78395.85612453363
1279,119881.31759556025
377,230768.83853667186
1252,145549.19822160323
2156,264017.24827034294
499,268971.17264309595
1374,173541.23208089915
2898,228029.90077633908
401,88683.73810607917
2721,155189.44959972033
2078,214771.36030184702
2589,134273.1087828589
1946,195514.47006307778
1334,155508.87030988166
2781,233728.15059956015
431,346246.09447930113
576,228050.2420758894
1474,221913.38952173715
2254,200603.52316459807
2155,305441.9943722981
885,106793.67964141734
643,160586.4741381505
1944,125278.23929079724
480,225679.99112153795
2845,90680.59913331686
2387,295480.07356664666
2407,218185.01611727758
2527,190603.3741636053
2514,212911.7738775564
629,172801.5069083702
80,224168.85304687163
1876,148960.5024764676
1546,155801.20356837372
2518,167606.96977670465
2347,165839.47792151457
783,160122.11498567116
1322,13335.967058548238
194,76315.79255449437
1770,229417.3593954896
2143,119881.31759556025
1229,211734.6741610243
511,264309.581528835
46,217238.3061032381
1348,216673.8780426112
2465,221182.55637550712
387,260576.7106896294
873,222588.00473364178
1918,119116.75368873499
2764,264109.4456826366
2184,118082.34369714791
934,145654.99078132812
1920,122076.06575162327
2631,159376.66419146818
1768,389177.37837798346
2040,75866.0490798913
1749,229437.59785184675
834,240460.81041436832
1457,226298.3883991172
79,158443.4464816668
2302,122386.38874909942
1817,124333.77799413077
2755,228119.84947125972
359,184088.83993397965
2059,123175.68854702782
2092,233210.94560376662
2516,257675.8652784395
150,128314.00774436805
1656,149945.44068584839
83,125727.98276540032
2411,187313.50064688377
795,90932.45547909458
2312,232158.54587319537
2917,107137.83624268186
1624,220620.37703225328
2215,268892.46753504046
1211,162997.09916202308
1485,152288.7070317236
1024,193679.6195298904
570,151791.74049228724
2874,158049.92094138908
700,140516.56874079473
2756,223127.69690316546
2022,181732.1841270595
583,226257.91148640294
2392,328946.60888550035
2424,209819.78748966023
212,125952.85450270187
736,117182.85674794173
1610,150579.5789850387
890,89093.004667968
467,192602.48390821603
578,263117.76132113684
1747,239383.67479269396
1149,182040.25840716265
2758,194374.47319815218
857,119431.57412095714
2219,265299.0171729617
733,162219.04295095967
2909,109683.38430893532
1798,261768.53089732755
235,90264.48357611589
2366,108547.78203556253
1027,125599.80587513844
1195,121961.38116559951
1303,4275.884762669128
148,164868.03201637187
608,127302.0849265111
2515,221607.56395900706
821,264525.45839664445
2500,277642.2268334434
745,117452.7028327036
741,117452.7028327036
1611,252952.43739156568
2532,147600.0284657933
1081,211771.67416943758
1692,310823.175045924
2520,227730.92420892118
276,147768.68226876945
1992,125278.23929079724
663,-21.414137163345004
418,185658.54750353753
1733,186171.15222139194
2359,186780.5546294791
253,219462.28758515036
1518,144564.26001222248
2035,162547.3556874199
2919,68503.74840063881
1540,230777.83340616393
2120,135660.56740200942
1674,173542.35545453735
256,162133.5916907851
2361,86104.4592792305
978,68393.56124936105
2280,135413.3113341709
2095,228293.0007089819
1709,268737.30603630235
2801,224836.7221066572
1246,129676.7304724154
2373,146086.7445169471
1055,270097.78004697664
2017,117452.7028327036
1099,263252.6843635178
1344,117452.7028327036
835,190208.72524968945
1117,230512.4847561481
2043,113557.92434264088
2085,134375.32159508963
410,169483.42059624454
2650,152203.25577154904
2867,174263.17320083026
1668,125633.53663573368
1161,211944.82540715978
2122,189589.2026283754
2539,125278.23929079724
1047,173384.94523842624
1445,124378.75234159108
541,133085.78600990676
569,172905.96843797402
1276,158560.3797850636
918,197016.81895463847
326,152378.55288345102
1936,122894.5988754009
895,79486.48405044613
257,128662.55893718544
1241,171991.96865408475
1545,158049.92094138908
1189,189119.22069741515
270,152261.72242324744
2066,185390.74444976242
693,127167.16188413018
1259,128057.65396384429
2916,133787.3858302876
2321,233833.84031609187
1977,113764.80634095828
1895,167903.80046994265
1240,162817.2017721818
85,130184.94059871687
1823,80745.76577933476
825,267214.92437477096
110,220901.4667038802
697,138905.46657127066
2297,118808.67940863187
1231,121399.20182234564
1355,124252.82416870221
968,312981.94372401887
584,231542.3973129892
1315,117182.85674794173
1606,118532.08717175099
206,122741.68609403586
1685,308187.67828474997
2016,117722.54891746544
869,228209.79816618035
2135,130225.41751143115
2346,206569.2675120148
2430,212007.78949360424
2198,127513.46435957457
2652,117182.85674794173
27,83961.43162274681
241,187725.01592614563
906,117857.47195984636
1506,131079.93011317702
2098,285923.02473133116
1435,222466.57399549897
2213,133166.73983533532
1274,182427.03779532123
743,1597.6623714077577
1737,222923.0636222211
2797,265290.0223034697
2185,102532.36021955314
58,220339.28736062636
830,219358.84658599165
808,141456.53260271516
680,119881.31759556025
1153,122692.2143118295
1291,155801.20356837372
1818,144564.26001222248
2161,221227.53072296744
1883,123686.14739070233
350,257936.71649370927
2473,171704.1328303387
295,160755.0250979335
293,185966.5189404475
859,138597.39229116758
288,44920.32593618796
1578,147566.29770519806
102,170994.55867091086
2831,169964.64611406982
1030,187680.0415786853
2551,127976.70013841573
1286,149151.64345317392
958,309152.37803777365
776,123344.34235000398
72,187769.9902736059
2263,266245.72718700126
1866,161924.46097509473
2876,80880.68882171568
2146,262611.79991220834
103,208695.4288031525
1500,150572.93567611286
492,219796.22310009148
167,120859.50965282193
2597,115833.62632413249
2685,118037.3693496876
1035,164233.89371718155
1220,41356.10889995852
2602,180484.14598503595
2159,221351.2101784833
695,187470.91086299488
1109,227521.69065003758
640,185700.1497599867
1652,187668.79799182017
2090,218082.70046185373
1188,167157.22630210154
2345,240373.11043682075
1059,310321.71107174165
2751,227654.36497504552
128,147541.5618140949
1523,181842.37127833723
2925,148664.8999701576
2145,264885.253176327
1121,260958.99264304203
566,209388.03375404127
565,229781.65160991807
1331,141438.54286373104
2928,127169.41060150322
156,126627.4697146065
797,129346.16901858212
327,69511.17378374972
2859,191285.96371455703
1453,119881.31759556025
1762,268944.1880346198
1868,228452.65964246597
1760,185991.25483155067
1113,268417.98816933413
1812,190407.735752153
117,163896.58611122918
1142,182564.20955507518
2342,321212.2493092553
927,124153.88060428953
2478,182966.72996484497
655,38754.3428993797
2064,122060.32473001219
369,239246.50303294
2239,160890.05098350756
2732,192780.2354238774
1653,190940.68176955768
959,232502.59963126676
2395,267711.8909142073
1412,124716.05994754337
271,265445.1838022078
1484,152288.7070317236
1497,80867.1965174776
552,182845.2992267021
2,129825.14581903443
1855,229896.33619594187
4,228007.41360260893
2292,167793.61331866492
134,121230.54801936948
646,88535.32275946016
42,306053.6454977584
532,222556.52269041954
713,97076.97187261772
2561,125278.23929079724
2360,139377.69721960393
1333,114934.13937492631
1407,288819.3746778717
2892,261778.6511105545
574,247477.9319918146
1227,163896.58611122918
2591,228822.67747856854
1476,221913.38952173715
1125,262611.79991220834
1446,144530.52925162725
408,129452.87926555888
1101,273596.7842793887
2251,148162.20780904716
373,229671.46445864034
2554,125557.08024505115
2382,277876.093440237
1985,78395.85612453363
519,260958.99264304203
1093,187367.4698638361
864,269265.754618961
2889,165987.89326813354
2308,130146.71240337563
986,135431.19822996185
1302,123929.00886698798
585,171398.30726760862
2708,161229.60730683294
147,127808.04633543958
1441,231702.05624647325
383,148845.81789044384
285,122944.07065760723
181,122217.73494612327
358,186252.1060468205
780,138734.5640509215
258,223908.0018316018
1865,182283.11988344826
692,151191.3329536921
2902,267262.1474396043
508,266702.21681372344
2638,125278.23929079724
36,169420.45650980007
611,169507.13595690267
2281,121933.27318348514
1678,146936.7596839469
1696,311385.35438917787
1557,76653.10016044669
2180,141467.77618958024
1726,255562.07094780498
951,164233.89371718155
267,223993.45309177644
2706,90336.5453752455
2221,196769.35720041362
1357,182494.4993165117
2901,272153.1077259128
347,221800.95365308636
2164,222630.7303637291
1586,269063.3700553896
360,180596.58185368674
1769,225219.00406006983
2617,229109.2851153865
1879,149565.40744980876
991,193358.05294554922
1535,124513.675383972
1191,147600.0284657933
1579,229936.81310865618
1882,171029.51761843413
1510,105433.20563074303
2196,150163.56627103087
1845,169053.91557799853
2336,337936.9809428159
942,118086.84113189392
861,119881.31759556025
2555,75668.16195106594
1392,133562.51409298604
2099,262168.8025897243
1543,146534.23927417715
948,209760.30030751685
1239,147802.4130293647
22,226804.3498080457
2796,221182.55637550712
2747,189479.01547709762
92,271084.9669737305
210,159997.20734322726
1858,228180.66768352423
2228,228331.33174751632
447,224366.740175697
827,222731.92264551474
1649,228409.9340123787
682,120690.8558498458
2698,158499.66441599224
494,220559.66166318188
214,79574.18402799373
2441,252114.68437177924
2679,117452.7028327036
1336,117182.85674794173
465,227485.71117206934
1524,162477.64544885643
2543,124153.88060428953
631,123389.3166974643
2452,264547.9455703746
228,190414.48190427202
126,155493.0264450774
1092,219329.61326014242
1122,222340.6458226101
932,181661.45335805105
1980,89358.3533179838
2171,89630.44812011867
551,187396.70318968533
2768,191277.98937550993
2056,119642.95355402061
1159,304940.53039811575
2645,104473.00331246544
1174,207768.95724547017
2266,233849.581337703
2462,331730.5209932934
1219,129173.01778085995
2922,192717.16849423983
118,125278.23929079724
474,210067.1464006919
2576,168394.02085726
872,270273.1800020719
1077,255562.07094780498
1536,159851.1435571745
1150,124153.88060428953
2341,266945.07829000906
1931,129676.7304724154
2785,125997.82885016219
2538,125635.78535310668
597,224499.41450070488
464,208011.81872175584
233,212001.25099796816
2169,125784.20069972571
2123,186827.77769431242
1867,168618.8925945616
137,247661.20344276368
515,222340.6458226101
933,146205.9265377169
2784,187646.31081809002
972,174412.60907789427
599,186308.3239811459
2614,158796.4951092302
2582,119503.53307689365
1409,213270.44528360074
175,61458.414027788356
352,258125.60875304262
976,68503.74840063881
2134,228360.46223017233
984,123434.29104492458
2396,307983.04500380554
1673,190052.5412504097
404,109015.51524914973
607,124716.05994754337
814,97537.04124683404
868,222585.75601626877
2271,181781.65590926583
1633,214294.7350619609
337,186959.12098919917
2765,207753.21819395575
1746,235680.03727933756
368,268163.8831061834
2806,222722.92777602273
1662,182283.11988344826
1234,197282.06476146114
1373,122242.47083722643
1672,85310.66204655604
1939,122579.77844317874
